time,country,size,is_holiday,days_to_next_holiday,days_since_last_holiday,business_days_in_month,lockdown
2018-03-12,PL,708,0,20,65,31,0.0
2018-03-12,RO,267,0,25,47,31,0.0
2018-03-12,SK,77,0,18,65,30,0.0
2018-03-12,UA,220,0,25,4,30,0.0
2018-03-13,BY,1,0,35,5,30,0.0
2018-03-13,HU,208,0,2,71,29,0.0
2018-03-13,MD,10,0,35,5,30,0.0
2018-03-13,PL,621,0,19,66,31,0.0
2018-03-13,RO,243,0,24,48,31,0.0
2018-03-13,SK,59,0,17,66,30,0.0
2018-03-13,UA,180,0,24,5,30,0.0
2018-03-14,BY,1,0,34,6,30,0.0
2018-03-14,HU,192,0,1,72,29,0.0
2018-03-14,MD,10,0,34,6,30,0.0
2018-03-14,PL,527,0,18,67,31,0.0
2018-03-14,RO,223,0,23,49,31,0.0
2018-03-14,SK,54,0,16,67,30,0.0
2018-03-14,UA,109,0,23,6,30,0.0
2018-03-15,BY,1,0,33,7,30,0.0
2018-03-15,HU,163,1,15,73,29,0.0
2018-03-15,MD,10,0,33,7,30,0.0
2018-03-15,PL,624,0,17,68,31,0.0
2018-03-15,RO,271,0,22,50,31,0.0
2018-03-15,SK,60,0,15,68,30,0.0
2018-03-15,UA,118,0,22,7,30,0.0
2018-03-16,BY,1,0,32,8,30,0.0
2018-03-16,HU,219,0,14,1,29,0.0
2018-03-16,MD,10,0,32,8,30,0.0
2018-03-16,PL,672,0,16,69,31,0.0
2018-03-16,RO,290,0,21,51,31,0.0
2018-03-16,SK,63,0,14,69,30,0.0
2018-03-16,UA,130,0,21,8,30,0.0
2018-03-17,BY,1,0,31,9,30,0.0
2018-03-17,HU,145,0,13,2,29,0.0
2018-03-17,MD,10,0,31,9,30,0.0
2018-03-17,PL,550,0,15,70,31,0.0
2018-03-17,RO,202,0,20,52,31,0.0
2018-03-17,SK,28,0,13,70,30,0.0
2018-03-17,UA,116,0,20,9,30,0.0
2018-03-18,BY,1,0,30,10,30,0.0
2018-03-18,HU,178,0,12,3,29,0.0
2018-03-18,MD,10,0,30,10,30,0.0
2018-03-18,PL,610,0,14,71,31,0.0
2018-03-18,RO,227,0,19,53,31,0.0
2018-03-18,SK,34,0,12,71,30,0.0
2018-03-18,UA,119,0,19,10,30,0.0
2018-03-19,BY,1,0,29,11,30,0.0
2018-03-19,HU,238,0,11,4,29,0.0
2018-03-19,MD,10,0,29,11,30,0.0
2018-03-19,PL,670,0,13,72,31,0.0
2018-03-19,RO,273,0,18,54,31,0.0
2018-03-19,SK,68,0,11,72,30,0.0
2018-03-19,UA,107,0,18,11,30,0.0
2018-03-20,BY,1,0,28,12,30,0.0
2018-03-20,HU,221,0,10,5,29,0.0
2018-03-20,MD,10,0,28,12,30,0.0
2018-03-20,PL,617,0,12,73,31,0.0
2018-03-20,RO,248,0,17,55,31,0.0
2018-03-20,SK,64,0,10,73,30,0.0
2018-03-20,UA,85,0,17,12,30,0.0
2018-03-21,BY,1,0,27,13,30,0.0
2018-03-21,HU,263,0,9,6,29,0.0
2018-03-21,MD,9,0,27,13,30,0.0
2018-03-21,PL,611,0,11,74,31,0.0
2018-03-21,RO,263,0,16,56,31,0.0
2018-03-21,SK,70,0,9,74,30,0.0
2018-03-21,UA,92,0,16,13,30,0.0
2018-03-22,BY,1,0,26,14,30,0.0
2018-03-22,HU,236,0,8,7,29,0.0
2018-03-22,MD,9,0,26,14,30,0.0
2018-03-22,PL,598,0,10,75,31,0.0
2018-03-22,RO,245,0,15,57,31,0.0
2018-03-22,SK,69,0,8,75,30,0.0
2018-03-22,UA,19,0,15,14,30,0.0
2018-03-23,BY,1,0,25,15,30,0.0
2018-03-23,HU,261,0,7,8,29,0.0
2018-03-23,MD,9,0,25,15,30,0.0
2018-03-23,PL,659,0,9,76,31,0.0
2018-03-23,RO,258,0,14,58,31,0.0
2018-03-23,SK,74,0,7,76,30,0.0
2018-03-23,UA,27,0,14,15,30,0.0
2018-03-24,BY,1,0,24,16,30,0.0
2018-03-24,HU,111,0,6,9,29,0.0
2018-03-24,MD,9,0,24,16,30,0.0
2018-03-24,PL,580,0,8,77,31,0.0
2018-03-24,RO,217,0,13,59,31,0.0
2018-03-24,SK,53,0,6,77,30,0.0
2018-03-24,UA,66,0,13,16,30,0.0
2018-03-25,BY,1,0,23,17,30,0.0
2018-03-25,HU,200,0,5,10,29,0.0
2018-03-25,MD,9,0,23,17,30,0.0
2018-03-25,PL,733,0,7,78,31,0.0
2018-03-25,RO,290,0,12,60,31,0.0
2018-03-25,SK,52,0,5,78,30,0.0
2018-03-25,UA,174,0,12,17,30,0.0
2018-03-26,BY,1,0,22,18,30,0.0
2018-03-26,HU,287,0,4,11,29,0.0
2018-03-26,MD,9,0,22,18,30,0.0
2018-03-26,PL,798,0,6,79,31,0.0
2018-03-26,RO,305,0,11,61,31,0.0
2018-03-26,SK,74,0,4,79,30,0.0
2018-03-26,UA,200,0,11,18,30,0.0
2018-03-27,BY,1,0,21,19,30,0.0
2018-03-27,HU,268,0,3,12,29,0.0
2018-03-27,MD,9,0,21,19,30,0.0
2018-03-27,PL,735,0,5,80,31,0.0
2018-03-27,RO,285,0,10,62,31,0.0
2018-03-27,SK,80,0,3,80,30,0.0
2018-03-27,UA,125,0,10,19,30,0.0
2018-03-28,BY,1,0,20,20,30,0.0
2018-03-28,HU,259,0,2,13,29,0.0
2018-03-28,MD,9,0,20,20,30,0.0
2018-03-28,PL,696,0,4,81,31,0.0
2018-03-28,RO,300,0,9,63,31,0.0
2018-03-28,SK,72,0,2,81,30,0.0
2018-03-28,UA,126,0,9,20,30,0.0
2018-03-29,BY,1,0,19,21,30,0.0
2018-03-29,HU,278,0,1,14,29,0.0
2018-03-29,MD,9,0,19,21,30,0.0
2018-03-29,PL,768,0,3,82,31,0.0
2018-03-29,RO,289,0,8,64,31,0.0
2018-03-29,SK,69,0,1,82,30,0.0
2018-03-29,UA,168,0,8,21,30,0.0
2018-03-30,BY,1,0,18,22,30,0.0
2018-03-30,HU,279,1,2,15,29,0.0
2018-03-30,MD,9,0,18,22,30,0.0
2018-03-30,PL,723,0,2,83,31,0.0
2018-03-30,RO,281,0,7,65,31,0.0
2018-03-30,SK,62,1,3,83,30,0.0
2018-03-30,UA,178,0,7,22,30,0.0
2018-03-31,BY,1,0,17,23,30,0.0
2018-03-31,HU,280,0,1,1,29,0.0
2018-03-31,MD,9,0,17,23,30,0.0
2018-03-31,PL,678,0,1,84,31,0.0
2018-03-31,RO,273,0,6,66,31,0.0
2018-03-31,SK,55,0,2,1,30,0.0
2018-03-31,UA,189,0,6,23,30,0.0
2018-04-01,BY,1,0,16,24,29,0.0
2018-04-01,HU,282,1,1,2,28,0.0
2018-04-01,MD,9,0,16,24,29,0.0
2018-04-01,PL,633,1,1,85,28,0.0
2018-04-01,RO,266,0,5,67,27,0.0
2018-04-01,SK,49,0,1,2,29,0.0
2018-04-01,UA,200,0,5,24,27,0.0
2018-04-02,BY,1,0,15,25,29,0.0
2018-04-02,HU,270,1,29,1,28,0.0
2018-04-02,MD,9,0,15,25,29,0.0
2018-04-02,PL,627,1,29,1,28,0.0
2018-04-02,RO,265,0,4,68,27,0.0
2018-04-02,SK,61,1,29,3,29,0.0
2018-04-02,UA,156,0,4,25,27,0.0
2018-04-03,BY,1,0,14,26,29,0.0
2018-04-03,HU,278,0,28,1,28,0.0
2018-04-03,MD,9,0,14,26,29,0.0
2018-04-03,PL,733,0,28,1,28,0.0
2018-04-03,RO,283,0,3,69,27,0.0
2018-04-03,SK,86,0,28,1,29,0.0
2018-04-03,UA,155,0,3,26,27,0.0
2018-04-04,BY,1,0,13,27,29,0.0
2018-04-04,HU,314,0,27,2,28,0.0
2018-04-04,MD,9,0,13,27,29,0.0
2018-04-04,PL,814,0,27,2,28,0.0
2018-04-04,RO,289,0,2,70,27,0.0
2018-04-04,SK,84,0,27,2,29,0.0
2018-04-04,UA,202,0,2,27,27,0.0
2018-04-05,BY,1,0,12,28,29,0.0
2018-04-05,HU,327,0,26,3,28,0.0
2018-04-05,MD,9,0,12,28,29,0.0
2018-04-05,PL,810,0,26,3,28,0.0
2018-04-05,RO,287,0,1,71,27,0.0
2018-04-05,SK,69,0,26,3,29,0.0
2018-04-05,UA,209,0,1,28,27,0.0
2018-04-06,BY,1,0,11,29,29,0.0
2018-04-06,HU,275,0,25,4,28,0.0
2018-04-06,MD,9,0,11,29,29,0.0
2018-04-06,PL,691,0,25,4,28,0.0
2018-04-06,RO,251,1,2,72,27,0.0
2018-04-06,SK,95,0,25,4,29,0.0
2018-04-06,UA,165,1,2,29,27,0.0
2018-04-07,BY,1,0,10,30,29,0.0
2018-04-07,HU,240,0,24,5,28,0.0
2018-04-07,MD,9,0,10,30,29,0.0
2018-04-07,PL,706,0,24,5,28,0.0
2018-04-07,RO,227,0,1,1,27,0.0
2018-04-07,SK,72,0,24,5,29,0.0
2018-04-07,UA,136,0,1,1,27,0.0
2018-04-08,BY,1,0,9,31,29,0.0
2018-04-08,HU,289,0,23,6,28,0.0
2018-04-08,MD,9,0,9,31,29,0.0
2018-04-08,PL,776,0,23,6,28,0.0
2018-04-08,RO,258,1,1,2,27,0.0
2018-04-08,SK,54,0,23,6,29,0.0
2018-04-08,UA,126,1,1,2,27,0.0
2018-04-09,BY,1,0,8,32,29,0.0
2018-04-09,HU,301,0,22,7,28,0.0
2018-04-09,MD,9,0,8,32,29,0.0
2018-04-09,PL,850,0,22,7,28,0.0
2018-04-09,RO,310,1,22,1,27,0.0
2018-04-09,SK,86,0,22,7,29,0.0
2018-04-09,UA,174,1,22,1,27,0.0
2018-04-10,BY,1,0,7,33,29,0.0
2018-04-10,HU,240,0,21,8,28,0.0
2018-04-10,MD,9,0,7,33,29,0.0
2018-04-10,PL,721,0,21,8,28,0.0
2018-04-10,RO,258,0,21,1,27,0.0
2018-04-10,SK,72,0,21,8,29,0.0
2018-04-10,UA,158,0,21,1,27,0.0
2018-04-11,BY,1,0,6,34,29,0.0
2018-04-11,HU,309,0,20,9,28,0.0
2018-04-11,MD,9,0,6,34,29,0.0
2018-04-11,PL,779,0,20,9,28,0.0
2018-04-11,RO,295,0,20,2,27,0.0
2018-04-11,SK,83,0,20,9,29,0.0
2018-04-11,UA,113,0,20,2,27,0.0
2018-04-12,BY,1,0,5,35,29,0.0
2018-04-12,HU,301,0,19,10,28,0.0
2018-04-12,MD,8,0,5,35,29,0.0
2018-04-12,PL,788,0,19,10,28,0.0
2018-04-12,RO,297,0,19,3,27,0.0
2018-04-12,SK,78,0,19,10,29,0.0
2018-04-12,UA,144,0,19,3,27,0.0
2018-04-13,BY,1,0,4,36,29,0.0
2018-04-13,HU,304,0,18,11,28,0.0
2018-04-13,MD,8,0,4,36,29,0.0
2018-04-13,PL,812,0,18,11,28,0.0
2018-04-13,RO,327,0,18,4,27,0.0
2018-04-13,SK,94,0,18,11,29,0.0
2018-04-13,UA,142,0,18,4,27,0.0
2018-04-14,BY,1,0,3,37,29,0.0
2018-04-14,HU,219,0,17,12,28,0.0
2018-04-14,MD,8,0,3,37,29,0.0
2018-04-14,PL,721,0,17,12,28,0.0
2018-04-14,RO,230,0,17,5,27,0.0
2018-04-14,SK,76,0,17,12,29,0.0
2018-04-14,UA,182,0,17,5,27,0.0
2018-04-15,BY,1,0,2,38,29,0.0
2018-04-15,HU,271,0,16,13,28,0.0
2018-04-15,MD,8,0,2,38,29,0.0
2018-04-15,PL,809,0,16,13,28,0.0
2018-04-15,RO,292,0,16,6,27,0.0
2018-04-15,SK,79,0,16,13,29,0.0
2018-04-15,UA,157,0,16,6,27,0.0
2018-04-16,BY,1,0,1,39,29,0.0
2018-04-16,HU,308,0,15,14,28,0.0
2018-04-16,MD,8,0,1,39,29,0.0
2018-04-16,PL,850,0,15,14,28,0.0
2018-04-16,RO,317,0,15,7,27,0.0
2018-04-16,SK,89,0,15,14,29,0.0
2018-04-16,UA,193,0,15,7,27,0.0
2018-04-17,BY,1,1,14,40,29,0.0
2018-04-17,HU,291,0,14,15,28,0.0
2018-04-17,MD,8,1,14,40,29,0.0
2018-04-17,PL,801,0,14,15,28,0.0
2018-04-17,RO,279,0,14,8,27,0.0
2018-04-17,SK,91,0,14,15,29,0.0
2018-04-17,UA,159,0,14,8,27,0.0
2018-04-18,BY,1,0,13,1,29,0.0
2018-04-18,HU,313,0,13,16,28,0.0
2018-04-18,MD,8,0,13,1,29,0.0
2018-04-18,PL,842,0,13,16,28,0.0
2018-04-18,RO,288,0,13,9,27,0.0
2018-04-18,SK,99,0,13,16,29,0.0
2018-04-18,UA,130,0,13,9,27,0.0
2018-04-19,BY,1,0,12,2,29,0.0
2018-04-19,HU,330,0,12,17,28,0.0
2018-04-19,MD,8,0,12,2,29,0.0
2018-04-19,PL,798,0,12,17,28,0.0
2018-04-19,RO,299,0,12,10,27,0.0
2018-04-19,SK,90,0,12,17,29,0.0
2018-04-19,UA,146,0,12,10,27,0.0
2018-04-20,BY,1,0,11,3,29,0.0
2018-04-20,HU,311,0,11,18,28,0.0
2018-04-20,MD,8,0,11,3,29,0.0
2018-04-20,PL,853,0,11,18,28,0.0
2018-04-20,RO,302,0,11,11,27,0.0
2018-04-20,SK,98,0,11,18,29,0.0
2018-04-20,UA,122,0,11,11,27,0.0
2018-04-21,BY,1,0,10,4,29,0.0
2018-04-21,HU,228,0,10,19,28,0.0
2018-04-21,MD,8,0,10,4,29,0.0
2018-04-21,PL,719,0,10,19,28,0.0
2018-04-21,RO,232,0,10,12,27,0.0
2018-04-21,SK,70,0,10,19,29,0.0
2018-04-21,UA,128,0,10,12,27,0.0
2018-04-22,BY,1,0,9,5,29,0.0
2018-04-22,HU,285,0,9,20,28,0.0
2018-04-22,MD,8,0,9,5,29,0.0
2018-04-22,PL,835,0,9,20,28,0.0
2018-04-22,RO,285,0,9,13,27,0.0
2018-04-22,SK,70,0,9,20,29,0.0
2018-04-22,UA,104,0,9,13,27,0.0
2018-04-23,BY,1,0,8,6,29,0.0
2018-04-23,HU,296,0,8,21,28,0.0
2018-04-23,MD,8,0,8,6,29,0.0
2018-04-23,PL,829,0,8,21,28,0.0
2018-04-23,RO,308,0,8,14,27,0.0
2018-04-23,SK,101,0,8,21,29,0.0
2018-04-23,UA,113,0,8,14,27,0.0
2018-04-24,BY,1,0,7,7,29,0.0
2018-04-24,HU,268,0,7,22,28,0.0
2018-04-24,MD,8,0,7,7,29,0.0
2018-04-24,PL,825,0,7,22,28,0.0
2018-04-24,RO,275,0,7,15,27,0.0
2018-04-24,SK,86,0,7,22,29,0.0
2018-04-24,UA,151,0,7,15,27,0.0
2018-04-25,BY,1,0,6,8,29,0.0
2018-04-25,HU,314,0,6,23,28,0.0
2018-04-25,MD,8,0,6,8,29,0.0
2018-04-25,PL,836,0,6,23,28,0.0
2018-04-25,RO,308,0,6,16,27,0.0
2018-04-25,SK,101,0,6,23,29,0.0
2018-04-25,UA,175,0,6,16,27,0.0
2018-04-26,BY,1,0,5,9,29,0.0
2018-04-26,HU,301,0,5,24,28,0.0
2018-04-26,MD,8,0,5,9,29,0.0
2018-04-26,PL,845,0,5,24,28,0.0
2018-04-26,RO,300,0,5,17,27,0.0
2018-04-26,SK,79,0,5,24,29,0.0
2018-04-26,UA,160,0,5,17,27,0.0
2018-04-27,BY,2,0,4,10,29,0.0
2018-04-27,HU,328,0,4,25,28,0.0
2018-04-27,MD,8,0,4,10,29,0.0
2018-04-27,PL,958,0,4,25,28,0.0
2018-04-27,RO,304,0,4,18,27,0.0
2018-04-27,SK,102,0,4,25,29,0.0
2018-04-27,UA,160,0,4,18,27,0.0
2018-04-28,BY,1,0,3,11,29,0.0
2018-04-28,HU,250,0,3,26,28,0.0
2018-04-28,MD,8,0,3,11,29,0.0
2018-04-28,PL,899,0,3,26,28,0.0
2018-04-28,RO,245,0,3,19,27,0.0
2018-04-28,SK,74,0,3,26,29,0.0
2018-04-28,UA,176,0,3,19,27,0.0
2018-04-29,BY,1,0,2,12,29,0.0
2018-04-29,HU,302,0,2,27,28,0.0
2018-04-29,MD,8,0,2,12,29,0.0
2018-04-29,PL,890,0,2,27,28,0.0
2018-04-29,RO,273,0,2,20,27,0.0
2018-04-29,SK,55,0,2,27,29,0.0
2018-04-29,UA,175,0,2,20,27,0.0
2018-04-30,BY,1,0,1,13,29,0.0
2018-04-30,HU,290,0,1,28,28,0.0
2018-04-30,MD,8,0,1,13,29,0.0
2018-04-30,PL,805,0,1,28,28,0.0
2018-04-30,RO,246,0,1,21,27,0.0
2018-04-30,SK,70,0,1,28,29,0.0
2018-04-30,UA,195,0,1,21,27,0.0
2018-05-01,BY,1,1,8,14,29,0.0
2018-05-01,HU,274,1,19,29,28,0.0
2018-05-01,MD,8,1,8,14,29,0.0
2018-05-01,PL,729,1,2,29,27,0.0
2018-05-01,RO,255,1,26,22,28,0.0
2018-05-01,SK,78,1,7,29,29,0.0
2018-05-01,UA,184,1,8,22,28,0.0
2018-05-02,BY,1,0,7,1,29,0.0
2018-05-02,HU,291,0,18,1,28,0.0
2018-05-02,MD,8,0,7,1,29,0.0
2018-05-02,PL,731,0,1,1,27,0.0
2018-05-02,RO,271,0,25,1,28,0.0
2018-05-02,SK,91,0,6,1,29,0.0
2018-05-02,UA,89,0,7,1,28,0.0
2018-05-03,BY,1,0,6,2,29,0.0
2018-05-03,HU,336,0,17,2,28,0.0
2018-05-03,MD,8,0,6,2,29,0.0
2018-05-03,PL,785,1,17,2,27,0.0
2018-05-03,RO,283,0,24,2,28,0.0
2018-05-03,SK,88,0,5,2,29,0.0
2018-05-03,UA,113,0,6,2,28,0.0
2018-05-04,BY,1,0,5,3,29,0.0
2018-05-04,HU,310,0,16,3,28,0.0
2018-05-04,MD,8,0,5,3,29,0.0
2018-05-04,PL,874,0,16,1,27,0.0
2018-05-04,RO,305,0,23,3,28,0.0
2018-05-04,SK,102,0,4,3,29,0.0
2018-05-04,UA,144,0,5,3,28,0.0
2018-05-05,BY,1,0,4,4,29,0.0
2018-05-05,HU,255,0,15,4,28,0.0
2018-05-05,MD,7,0,4,4,29,0.0
2018-05-05,PL,859,0,15,2,27,0.0
2018-05-05,RO,249,0,22,4,28,0.0
2018-05-05,SK,72,0,3,4,29,0.0
2018-05-05,UA,113,0,4,4,28,0.0
2018-05-06,BY,1,0,3,5,29,0.0
2018-05-06,HU,276,0,14,5,28,0.0
2018-05-06,MD,7,0,3,5,29,0.0
2018-05-06,PL,904,0,14,3,27,0.0
2018-05-06,RO,289,0,21,5,28,0.0
2018-05-06,SK,72,0,2,5,29,0.0
2018-05-06,UA,138,0,3,5,28,0.0
2018-05-07,BY,1,0,2,6,29,0.0
2018-05-07,HU,299,0,13,6,28,0.0
2018-05-07,MD,7,0,2,6,29,0.0
2018-05-07,PL,847,0,13,4,27,0.0
2018-05-07,RO,316,0,20,6,28,0.0
2018-05-07,SK,81,0,1,6,29,0.0
2018-05-07,UA,131,0,2,6,28,0.0
2018-05-08,BY,1,0,1,7,29,0.0
2018-05-08,HU,289,0,12,7,28,0.0
2018-05-08,MD,7,0,1,7,29,0.0
2018-05-08,PL,808,0,12,5,27,0.0
2018-05-08,RO,287,0,19,7,28,0.0
2018-05-08,SK,90,1,58,7,29,0.0
2018-05-08,UA,120,0,1,7,28,0.0
2018-05-09,BY,1,1,55,8,29,0.0
2018-05-09,HU,324,0,11,8,28,0.0
2018-05-09,MD,7,1,55,8,29,0.0
2018-05-09,PL,849,0,11,6,27,0.0
2018-05-09,RO,304,0,18,8,28,0.0
2018-05-09,SK,78,0,57,1,29,0.0
2018-05-09,UA,105,1,19,8,28,0.0
2018-05-10,BY,1,0,54,1,29,0.0
2018-05-10,HU,324,0,10,9,28,0.0
2018-05-10,MD,7,0,54,1,29,0.0
2018-05-10,PL,827,0,10,7,27,0.0
2018-05-10,RO,291,0,17,9,28,0.0
2018-05-10,SK,73,0,56,2,29,0.0
2018-05-10,UA,119,0,18,1,28,0.0
2018-05-11,BY,1,0,53,2,29,0.0
2018-05-11,HU,310,0,9,10,28,0.0
2018-05-11,MD,7,0,53,2,29,0.0
2018-05-11,PL,891,0,9,8,27,0.0
2018-05-11,RO,311,0,16,10,28,0.0
2018-05-11,SK,88,0,55,3,29,0.0
2018-05-11,UA,151,0,17,2,28,0.0
2018-05-12,BY,1,0,52,3,29,0.0
2018-05-12,HU,233,0,8,11,28,0.0
2018-05-12,MD,7,0,52,3,29,0.0
2018-05-12,PL,804,0,8,9,27,0.0
2018-05-12,RO,239,0,15,11,28,0.0
2018-05-12,SK,59,0,54,4,29,0.0
2018-05-12,UA,124,0,16,3,28,0.0
2018-05-13,BY,2,0,51,4,29,0.0
2018-05-13,HU,270,0,7,12,28,0.0
2018-05-13,MD,7,0,51,4,29,0.0
2018-05-13,PL,888,0,7,10,27,0.0
2018-05-13,RO,279,0,14,12,28,0.0
2018-05-13,SK,78,0,53,5,29,0.0
2018-05-13,UA,136,0,15,4,28,0.0
2018-05-14,BY,1,0,50,5,29,0.0
2018-05-14,HU,244,0,6,13,28,0.0
2018-05-14,MD,7,0,50,5,29,0.0
2018-05-14,PL,838,0,6,11,27,0.0
2018-05-14,RO,305,0,13,13,28,0.0
2018-05-14,SK,112,0,52,6,29,0.0
2018-05-14,UA,146,0,14,5,28,0.0
2018-05-15,BY,1,0,49,6,29,0.0
2018-05-15,HU,290,0,5,14,28,0.0
2018-05-15,MD,7,0,49,6,29,0.0
2018-05-15,PL,803,0,5,12,27,0.0
2018-05-15,RO,285,0,12,14,28,0.0
2018-05-15,SK,67,0,51,7,29,0.0
2018-05-15,UA,157,0,13,6,28,0.0
2018-05-16,BY,1,0,48,7,29,0.0
2018-05-16,HU,284,0,4,15,28,0.0
2018-05-16,MD,7,0,48,7,29,0.0
2018-05-16,PL,825,0,4,13,27,0.0
2018-05-16,RO,314,0,11,15,28,0.0
2018-05-16,SK,73,0,50,8,29,0.0
2018-05-16,UA,184,0,12,7,28,0.0
2018-05-17,BY,1,0,47,8,29,0.0
2018-05-17,HU,308,0,3,16,28,0.0
2018-05-17,MD,7,0,47,8,29,0.0
2018-05-17,PL,814,0,3,14,27,0.0
2018-05-17,RO,289,0,10,16,28,0.0
2018-05-17,SK,70,0,49,9,29,0.0
2018-05-17,UA,161,0,11,8,28,0.0
2018-05-18,BY,1,0,46,9,29,0.0
2018-05-18,HU,293,0,2,17,28,0.0
2018-05-18,MD,7,0,46,9,29,0.0
2018-05-18,PL,838,0,2,15,27,0.0
2018-05-18,RO,307,0,9,17,28,0.0
2018-05-18,SK,97,0,48,10,29,0.0
2018-05-18,UA,169,0,10,9,28,0.0
2018-05-19,BY,1,0,45,10,29,0.0
2018-05-19,HU,231,0,1,18,28,0.0
2018-05-19,MD,7,0,45,10,29,0.0
2018-05-19,PL,799,0,1,16,27,0.0
2018-05-19,RO,253,0,8,18,28,0.0
2018-05-19,SK,56,0,47,11,29,0.0
2018-05-19,UA,144,0,9,10,28,0.0
2018-05-20,BY,1,0,44,11,29,0.0
2018-05-20,HU,279,1,1,19,28,0.0
2018-05-20,MD,7,0,44,11,29,0.0
2018-05-20,PL,895,1,11,17,27,0.0
2018-05-20,RO,282,0,7,19,28,0.0
2018-05-20,SK,65,0,46,12,29,0.0
2018-05-20,UA,149,0,8,11,28,0.0
2018-05-21,BY,1,0,43,12,29,0.0
2018-05-21,HU,306,1,91,1,28,0.0
2018-05-21,MD,7,0,43,12,29,0.0
2018-05-21,PL,899,0,10,1,27,0.0
2018-05-21,RO,311,0,6,20,28,0.0
2018-05-21,SK,83,0,45,13,29,0.0
2018-05-21,UA,137,0,7,12,28,0.0
2018-05-22,BY,1,0,42,13,29,0.0
2018-05-22,HU,320,0,90,1,28,0.0
2018-05-22,MD,7,0,42,13,29,0.0
2018-05-22,PL,854,0,9,2,27,0.0
2018-05-22,RO,283,0,5,21,28,0.0
2018-05-22,SK,100,0,44,14,29,0.0
2018-05-22,UA,180,0,6,13,28,0.0
2018-05-23,BY,1,0,41,14,29,0.0
2018-05-23,HU,302,0,89,2,28,0.0
2018-05-23,MD,7,0,41,14,29,0.0
2018-05-23,PL,898,0,8,3,27,0.0
2018-05-23,RO,299,0,4,22,28,0.0
2018-05-23,SK,82,0,43,15,29,0.0
2018-05-23,UA,159,0,5,14,28,0.0
2018-05-24,BY,1,0,40,15,29,0.0
2018-05-24,HU,342,0,88,3,28,0.0
2018-05-24,MD,7,0,40,15,29,0.0
2018-05-24,PL,929,0,7,4,27,0.0
2018-05-24,RO,291,0,3,23,28,0.0
2018-05-24,SK,97,0,42,16,29,0.0
2018-05-24,UA,152,0,4,15,28,0.0
2018-05-25,BY,1,0,39,16,29,0.0
2018-05-25,HU,292,0,87,4,28,0.0
2018-05-25,MD,7,0,39,16,29,0.0
2018-05-25,PL,1034,0,6,5,27,0.0
2018-05-25,RO,320,0,2,24,28,0.0
2018-05-25,SK,113,0,41,17,29,0.0
2018-05-25,UA,184,0,3,16,28,0.0
2018-05-26,BY,4,0,38,17,29,0.0
2018-05-26,HU,254,0,86,5,28,0.0
2018-05-26,MD,7,0,38,17,29,0.0
2018-05-26,PL,935,0,5,6,27,0.0
2018-05-26,RO,244,0,1,25,28,0.0
2018-05-26,SK,83,0,40,18,29,0.0
2018-05-26,UA,200,0,2,17,28,0.0
2018-05-27,BY,7,0,37,18,29,0.0
2018-05-27,HU,298,0,85,6,28,0.0
2018-05-27,MD,6,0,37,18,29,0.0
2018-05-27,PL,931,0,4,7,27,0.0
2018-05-27,RO,276,1,1,26,28,0.0
2018-05-27,SK,102,0,39,19,29,0.0
2018-05-27,UA,267,0,1,18,28,0.0
2018-05-28,BY,10,0,36,19,29,0.0
2018-05-28,HU,322,0,84,7,28,0.0
2018-05-28,MD,6,0,36,19,29,0.0
2018-05-28,PL,1003,0,3,8,27,0.0
2018-05-28,RO,302,1,4,1,28,0.0
2018-05-28,SK,89,0,38,20,29,0.0
2018-05-28,UA,138,1,31,19,28,0.0
2018-05-29,BY,14,0,35,20,29,0.0
2018-05-29,HU,300,0,83,8,28,0.0
2018-05-29,MD,6,0,35,20,29,0.0
2018-05-29,PL,910,0,2,9,27,0.0
2018-05-29,RO,273,0,3,1,28,0.0
2018-05-29,SK,108,0,37,21,29,0.0
2018-05-29,UA,151,0,30,1,28,0.0
2018-05-30,BY,3,0,34,21,29,0.0
2018-05-30,HU,342,0,82,9,28,0.0
2018-05-30,MD,6,0,34,21,29,0.0
2018-05-30,PL,996,0,1,10,27,0.0
2018-05-30,RO,303,0,2,2,28,0.0
2018-05-30,SK,108,0,36,22,29,0.0
2018-05-30,UA,157,0,29,2,28,0.0
2018-05-31,BY,8,0,33,22,29,0.0
2018-05-31,HU,320,0,81,10,28,0.0
2018-05-31,MD,6,0,33,22,29,0.0
2018-05-31,PL,890,1,76,11,27,0.0
2018-05-31,RO,299,0,1,3,28,0.0
2018-05-31,SK,98,0,35,23,29,0.0
2018-05-31,UA,132,0,28,3,28,0.0
2018-06-01,BY,1,0,32,23,30,0.0
2018-06-01,HU,290,0,80,11,30,0.0
2018-06-01,MD,6,0,32,23,30,0.0
2018-06-01,PL,992,0,75,1,30,0.0
2018-06-01,RO,300,1,75,4,29,0.0
2018-06-01,SK,120,0,34,24,30,0.0
2018-06-01,UA,163,0,27,4,29,0.0
2018-06-02,BY,1,0,31,24,30,0.0
2018-06-02,HU,257,0,79,12,30,0.0
2018-06-02,MD,6,0,31,24,30,0.0
2018-06-02,PL,868,0,74,2,30,0.0
2018-06-02,RO,248,0,74,1,29,0.0
2018-06-02,SK,72,0,33,25,30,0.0
2018-06-02,UA,196,0,26,5,29,0.0
2018-06-03,BY,1,0,30,25,30,0.0
2018-06-03,HU,284,0,78,13,30,0.0
2018-06-03,MD,6,0,30,25,30,0.0
